Giorno,Var,€
2023-05-10,2.3438829031814943,27908.582786589963
2023-05-09,-2.6433817054193693,27170.852414967423
2023-05-08,0.6799411782728548,27355.59822902453
2023-05-07,1.484691861399965,27761.74456956813
2023-05-06,-0.6438625902626486,27582.99708188041
2023-05-05,15.87770806653655,31962.544834542678
2023-05-04,-10.332657178737128,28659.96465118923
2023-05-03,3.28509466573013,29601.47162114559
2023-05-02,-6.079366481084985,27801.88967750178
2023-05-01,-1.7498627057078202,27315.39477855314
2023-04-30,1.2037139204985179,27644.19398794171
2023-04-29,-6.838600679452888,25753.717950053055
2023-04-28,-7.27485668356387,23880.171878497433
2023-04-27,0.6418652877344571,24033.450412436832
2023-04-26,-6.344423648721426,22508.666500866453
2023-04-25,7.700167247241157,24241.871466556913
2023-04-24,-10.715567544598516,21644.21735548325
2023-04-23,0.8248514206060564,21822.749989819018
2023-04-22,-12.56832130710003,19079.996653053426
2023-04-21,-2.4636242399266393,18609.93723053161
2023-04-20,0.9653970313687125,18789.597012094742
2023-04-19,-6.479420402172101,17572.140029807157
2023-04-18,8.675146889604443,19096.54898903991
2023-04-17,5.205644904775083,20090.647518475744
2023-04-16,0.009614277738098306,20092.579089127554
2023-04-15,-6.344252865050326,18817.855064603078
2023-04-14,0.14591547984997816,18845.313228118066
2023-04-13,-2.2826654398527886,18415.13777602781
2023-04-12,0.7485200548233333,18552.978775404725
2023-04-11,-0.4149688798513639,18475.989687201367
2023-04-10,-0.6692532320079994,18352.338529074306
2023-04-09,-1.9976859724404616,17985.716436664203
2023-04-08,-1.175877037274978,17774.226527096078
2023-04-07,-5.732246842668842,16755.363988187804
2023-04-06,9.460749297287125,18340.54696895818
2023-04-05,0.0934353655428699,18357.683526061188
2023-04-04,-0.09895260699163515,18339.518119628876
2023-04-03,19.134721442867246,21848.733825784027
2023-04-02,-1.2480163191959965,21576.058062100547
2023-04-01,5.0142567347810285,22657.937006579687
2023-03-31,0.945071918567232,22872.070806555523
2023-03-30,-5.086906393380589,21708.589974398314
2023-03-29,0.31216905207092693,21776.35747393936
2023-03-28,-2.0637763576657084,21326.94215683143
2023-03-27,1.7267461790098741,21695.20431562416
2023-03-26,-0.009708454735932164,21693.09804653331
2023-03-25,2.2378907113355546,22178.56587271759
2023-03-24,7.0852180632838575,23749.965628108686
2023-03-23,6.0740035133543975,25192.53937478047
2023-03-22,4.424103685535669,26307.08343774016
2023-03-21,-0.7717560412945577,26104.056932020998
2023-03-20,-1.8232840494699734,25628.105825714898
2023-03-19,7.471171557989479,27542.825579017153
2023-03-18,10.011081819462099,30300.160383124297
2023-03-17,1.2809821961426044,30688.300043034775
2023-03-16,2.3543126578192473,31410.79857541749
2023-03-15,3.0903537444143003,32381.50336534334
2023-03-14,-0.38728265714907506,32256.095418685218
2023-03-13,-4.10296822462593,30932.638073151542
2023-03-12,0.09074750579074804,30960.708670678207
2023-03-11,-2.0514597015422433,30325.562208987347
2023-03-10,-5.534884632089421,28647.077326687388
2023-03-09,0.5461776295832778,28803.54125457518
2023-03-08,0.6464299019703571,28989.73595807112
2023-03-07,7.900378853420901,31280.034927365126
2023-03-06,-8.221483108139147,28708.352139591778
2023-03-05,-0.43637670923361166,28583.07557724983
2023-03-04,-5.7804593335358385,26930.84251723309
2023-03-03,15.48816367960394,31101.935486598522
2023-03-02,0.44383525055458173,31239.97683989279
2023-03-01,2.258140422382028,31945.419384857196
2023-02-28,-1.7334497549300356,31391.661590819018
2023-02-27,-1.6366154088239064,30877.900820137816
2023-02-26,-0.04502259129831762,30863.998789050067
2023-02-25,-19.910034031015496,24718.966126817988
2023-02-24,-5.93456247182473,23252.00363963278
2023-02-23,-1.563045527400612,22888.564236712475
2023-02-22,5.344917012354231,24111.939000484148
2023-02-21,1.8718728188251106,24563.2838327259
2023-02-20,2.0644819129709715,25070.38838468425
2023-02-19,0.37876676488707683,25165.346683713546
2023-02-18,-2.311375060644207,24583.681136541538
2023-02-17,-0.9930576044909619,24339.551021551302
2023-02-16,-7.067043123072067,22619.464454896144
2023-02-15,2.3931078633612115,23160.77263741646
2023-02-14,1.7493541445892025,23565.936573467985
2023-02-13,2.3657162813744357,24123.43977184489
2023-02-12,21.835835436073967,29390.994381945355
2023-02-11,-1.3197053824026979,29003.119847145146
2023-02-10,1.0491540196587037,29307.407244847902
2023-02-09,1.5722088346871423,29768.18089076914
2023-02-08,-5.671899349264292,28079.75963253779
2023-02-07,-0.03359259387788498,28070.326912922545
2023-02-06,0.444370453726144,28195.06315198791
2023-02-05,4.304034030575512,29408.588264991726
2023-02-04,10.453316248430925,32482.761000530256
2023-02-03,-14.596977352138925,27741.25973393344
2023-02-02,-0.5080354073775452,27600.324312032488
2023-02-01,0.27343172982560005,27675.792356236354
2023-01-31,-8.16637669374196,25415.68289944825
2023-01-30,-3.045619184860241,24641.61798509941
2023-01-29,0.026348295024646275,24648.110631304968
2023-01-28,0.36856531813705395,24738.95501866801
2023-01-27,0.16082258986356748,24778.740846834215
2023-01-26,-0.8767848838132114,24561.48459268992
2023-01-25,-3.6436081224622994,23666.560345073347
2023-01-24,6.172940193933277,25127.482961135855
2023-01-23,0.4257504286496948,25234.46332755177
2023-01-22,10.424239783206009,27864.96429282095
2023-01-21,0.12162567808940385,27898.855244591465
2023-01-20,-11.600647514065166,24662.407387207124
2023-01-19,-3.050838388387824,23909.997195137614
2023-01-18,0.3015327318840492,23982.09366287351
2023-01-17,8.785991977866232,26089.158488217945
2023-01-16,4.667299468760373,27306.817643742594
2023-01-15,-0.01355937789596938,27303.115009146917
2023-01-14,-0.8736395886716802,27064.58418748645
2023-01-13,-1.8283707552803692,26569.743245164213
2023-01-12,-0.5659895223941563,26419.361282269554
2023-01-11,0.03312889981996934,26428.113726001833
2023-01-10,4.695042644157062,27668.924935483945
2023-01-09,13.806912343340056,31489.14914767077
2023-01-08,0.09456599360252924,31518.927174439246
2023-01-07,6.999950801305571,33725.23656974932
2023-01-06,0.3556549121786956,33845.18203025352
2023-01-05,1.029528030449727,34193.627666211716
2023-01-04,-0.6044352434504314,33986.949329582916
2023-01-03,-0.179763767632395,33925.853108964744
2023-01-02,0.07534358188161068,33951.41406188093
2023-01-01,1.407725706546636,34429.35684536612
